fecha	lon	lat	especie	n
08/08/2019	-85.821	-6.743	1	34
08/08/2019	-89.083	-17.751	2	102
10/08/2019	-83.542	-8.667	2	196
10/08/2019	-84.461	-16.776	4	92
11/08/2019	-85.675	-17.482	1	165
12/08/2019	-85.624	-16.515	1	29
17/08/2019	-88.879	-15.519	2	15
20190901	-84.356	-13.865	3	24
03/09/2019	-76.64	-9.676	2	11
20190903	-83.145	-17.615	3	179
20190905	-87.219	-10.924	5	23
20190905	-77.851	-7.003	5	73
11/09/2019	-70.998	-2.587	1	186
20190913	-74.269	-15.604	3	74
19/09/2019	-78.113	-2.681	3	77
20/09/2019	-89.863	-7.72	3	76
20190921	-83.601	-16.053	2	120
22/09/2019	-74.313	-3.761	5	86
28/09/2019	-84.518	-15.12	2	53
28/09/2019	-75.802	-9.899	5	83
28/09/2019	-89.874	-14.271	5	39
20191001	-80.083	-8.411	5	124
20191003	-76.834	-6.917	1	33
20191003	-88.398	-11.567	2	60
05/10/2019	-75.287	-12.426	5	69
20191006	-79.877	-16.648	4	82
11/10/2019	-74.711	-7.17	5	35
20191013	-72.129	-15.708	2	178
19/10/2019	-84.202	-13.557	4	184
20191020	-77.509	-17.209	4	91
27/10/2019	-88.843	-10.211	4	93
01/11/2019	-84.276	-4.895	2	128
20191102	-70.936	-3.187	2	119
05/11/2019	-71.013	-5.081	2	108
06/11/2019	-71.999	-6.69	3	85
07/11/2019	-83.835	-5.17	3	188
20191107	-83.655	-16.592	5	53
08/11/2019	-87.131	-13.897	4	59
08/11/2019	-77.819	-17.847	5	42
10/11/2019	-86.809	-6.971	2	124
15/11/2019	-83.133	-9.233	1	186
24/11/2019	-84.818	-12.331	2	137
26/11/2019	-80.681	-12.85	5	18
02/12/2019	-75.073	-6.315	2	118
20191204	-74.854	-13.548	3	29
08/12/2019	-72.793	-11.78	4	48
20191208	-81.218	-6.727	5	9
20191209	-79.958	-7.504	1	120
15/12/2019	-87.479	-5.329	2	89
15/12/2019	-79.245	-2.626	3	55
16/12/2019	-72.589	-11.148	1	191
20191216	-84.592	-7.833	3	166
20191217	-75.372	-11.895	5	37
18/12/2019	-71.616	-16.482	4	67
20191219	-89.939	-11.316	3	178
20191220	-79.174	-17.937	2	11
25/12/2019	-77.178	-3.741	2	58
02/01/2020	-72.251	-14.374	3	119
06/01/2020	-87.622	-10.444	2	192
07/01/2020	-77.278	-12.1	4	120
08/01/2020	-85.326	-10.672	3	174
10/01/2020	-87.443	-3.208	4	196
20200112	-74.106	-9.221	5	131
15/01/2020	-72.555	-14.122	3	28
18/01/2020	-79.11	-5.931	1	72
21/01/2020	-79.356	-7.958	5	134
21/01/2020	-88.222	-4.479	5	49
23/01/2020	-77.197	-8.018	4	121
20200125	-71.17	-10.826	5	111
20200127	-77.96	-5.748	2	197
05/02/2020	-75.119	-6.923	3	5
06/02/2020	-87.507	-13.359	5	105
07/02/2020	-75.015	-6.938	4	13
10/02/2020	-78.693	-16.385	3	179
20200212	-73.571	-13.001	4	31
20200213	-84.497	-10.141	3	189
13/02/2020	-72.4	-14.621	3	126
17/02/2020	-71.02	-13.28	1	74
18/02/2020	-73.459	-17.004	4	37
19/02/2020	-82.327	-11.429	1	71
20200223	-74.979	-5.968	1	45
25/02/2020	-88.687	-15.732	3	126
26/02/2020	-87.666	-17.199	4	177
02/03/2020	-74.695	-4.064	3	3
04/03/2020	-79	-10.323	5	165
05/03/2020	-75.721	-3.379	4	44
12/03/2020	-80.145	-8.147	4	127
20200315	-73.177	-4.922	2	165
19/03/2020	-78.451	-10.954	2	184
19/03/2020	-86.909	-5.248	2	185
20200320	-78.376	-11.969	1	72
23/03/2020	-89.748	-15.406	4	83
24/03/2020	-81.123	-11.577	1	33
24/03/2020	-81.702	-12.432	4	131
01/04/2020	-77.614	-12.023	2	69
01/04/2020	-70.535	-8.753	3	9
20200405	-80.324	-4.031	3	67
20200411	-70.819	-11.085	1	172
20200411	-79.765	-17.55	2	183
20200413	-83.865	-17.669	2	59
13/04/2020	-71.487	-13.504	3	130
13/04/2020	-84.178	-5.286	5	37
20200417	-85.767	-15.249	4	167
20200420	-78.706	-15.201	2	78
20200420	-83.122	-14.693	3	144
27/04/2020	-80.114	-14.883	4	132
20200428	-87.28	-12.621	4	69
28/04/2020	-78.062	-7.204	5	104
01/05/2020	-74.769	-7.222	5	19
20200503	-70.447	-15.78	1	44
20200504	-78.177	-13.059	2	165
07/05/2020	-72.236	-5.654	4	52
20200510	-74.408	-13.218	1	40
11/05/2020	-77.055	-2.196	5	147
13/05/2020	-71.272	-16.08	2	128
20200522	-74.602	-4.052	3	72
09/06/2020	-78.232	-7.343	2	113
11/06/2020	-86.406	-17.35	1	130
14/06/2020	-87.172	-13.265	3	36
20200616	-87.859	-7.546	4	47
19/06/2020	-76.689	-5.059	3	179
20200619	-70.843	-10.154	5	192
23/06/2020	-75.55	-6.24	1	40
20200623	-84.722	-8.319	2	61
20200625	-80.298	-3.061	1	17
27/06/2020	-79.252	-11.539	3	178
03/07/2020	-76.272	-8.291	1	143
03/07/2020	-84.149	-2.22	1	14
04/07/2020	-84.949	-9.375	4	172
05/07/2020	-89.849	-6.404	1	162
08/07/2020	-75.684	-17.314	3	169
09/07/2020	-87.265	-16.569	1	133
20200712	-87.933	-11.125	2	52
18/07/2020	-88.296	-3.906	1	173
18/07/2020	-80.508	-4.457	3	77
20/07/2020	-72.373	-13.946	5	150
20200723	-85.372	-11.615	1	28
23/07/2020	-79.294	-17.533	3	39
24/07/2020	-80.562	-12.601	3	61
26/07/2020	-82.204	-2.312	3	13
26/07/2020	-88.956	-14.49	5	135
27/07/2020	-77.688	-8.769	2	158
06/08/2020	-78.694	-14.655	5	168
11/08/2020	-71.376	-4.222	3	46
20200815	-77.708	-13.297	2	6
16/08/2020	-72.064	-12.869	1	174
20200816	-77.89	-12.051	4	69
20200821	-71.658	-17.705	4	192
23/08/2020	-82.922	-13.652	1	82
20200824	-83.756	-15.09	2	86
25/08/2020	-84.239	-6.734	1	125
20200905	-70.386	-15.959	1	3
20200905	-81.906	-6.512	5	20
06/09/2020	-85.254	-17.892	4	49
12/09/2020	-71.763	-10.449	3	105
12/09/2020	-76.672	-13.265	4	61
20200913	-71.805	-7.658	1	140
15/09/2020	-71.851	-7.831	1	25
15/09/2020	-72.29	-10.141	3	21
20200916	-87.974	-12.594	3	181
17/09/2020	-77.952	-17.458	4	6
19/09/2020	-79.603	-16.816	5	168
20200921	-72.829	-14.01	4	121
23/09/2020	-76.375	-11.985	1	48
20200926	-76.321	-16.744	5	44
27/09/2020	-83.448	-4.748	4	158
02/10/2020	-78.167	-3.49	2	68
20201002	-72.615	-8.663	5	77
04/10/2020	-81.876	-13.406	4	6
05/10/2020	-71.175	-13.204	1	83
08/10/2020	-84.621	-4.852	5	181
09/10/2020	-78.933	-8.701	3	54
10/10/2020	-86.183	-10.33	5	15
11/10/2020	-76.931	-9.95	5	49
20201013	-75.661	-3.279	4	66
14/10/2020	-75.455	-6.59	4	115
16/10/2020	-87.807	-11.753	2	107
19/10/2020	-82.195	-3.978	2	44
20201027	-87.506	-17.301	5	196
01/11/2020	-70.969	-15.439	3	187
02/11/2020	-75.808	-4.346	3	139
02/11/2020	-83.482	-10.237	4	182
20201107	-76.558	-16.631	5	135
11/11/2020	-73.997	-11.987	3	87
20201115	-76.675	-13.769	5	82
17/11/2020	-71.138	-2.059	4	140
19/11/2020	-71.92	-7.317	4	35
23/11/2020	-86.035	-12.329	3	190
20201124	-86.253	-14.585	4	77
20201126	-76.389	-13.331	2	105
20201128	-83.672	-4.878	4	29
04/12/2020	-87.723	-8.467	1	2
09/12/2020	-83.021	-14.07	3	130
12/12/2020	-84.777	-3.734	4	170
13/12/2020	-71.726	-14.041	4	43
20201214	-75.61	-8.131	5	72
2020-12-15	-71.497	-13.084	5	16
18/12/2020	-85.974	-5.933	2	48
20201221	-82.87	-15.443	2	8
21/12/2020	-71.166	-12.671	4	118
24/12/2020	-72.091	-4.114	3	68
2020-12-27	-71.9	-10.699	5	57
